,Name,Department,Employees,Type,Age,Locations,Reviews,Salaries,Interviews,Jobs,Benefits
8772,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8773,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8774,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8775,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8776,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8777,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8778,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8779,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8780,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8781,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8782,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8783,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8784,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8785,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8786,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8787,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8788,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8789,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8790,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8791,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8792,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8793,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8794,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8795,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8796,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8797,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8798,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8799,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8800,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8801,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8802,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8803,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8804,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8805,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8806,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8807,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8808,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8809,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8810,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8811,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8812,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8813,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8814,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8815,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8816,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8817,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8818,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8819,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8820,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8821,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8822,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8823,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8824,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8825,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8826,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8827,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8828,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8829,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8830,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8831,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8832,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8833,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8834,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8835,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8836,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8837,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8838,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8839,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8840,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8841,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8842,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8843,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8844,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8845,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8846,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8847,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8848,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8849,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8850,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8851,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8852,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8853,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8854,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8855,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8856,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8857,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8858,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8859,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8860,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8861,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8862,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8863,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8864,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8865,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8866,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8867,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8868,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8869,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8870,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8871,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8872,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8873,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8874,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8875,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8876,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8877,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8878,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8879,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8880,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8881,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8882,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8883,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8884,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8885,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8886,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8887,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8888,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8889,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8890,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8891,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8892,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8893,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8894,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8895,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8896,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8897,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8898,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8899,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8900,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8901,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8902,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8903,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8904,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8905,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8906,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8907,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8908,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8909,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8910,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8911,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8912,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8913,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8914,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8915,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8916,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8917,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8918,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8919,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8920,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8921,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8922,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8923,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8924,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8925,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8926,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8927,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8928,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8929,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8930,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8931,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8932,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8933,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8934,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8935,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8936,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8937,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8938,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8939,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8940,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8941,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8942,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8943,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8944,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8945,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8946,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8947,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8948,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8949,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8950,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8951,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8952,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8953,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8954,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8955,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8956,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8957,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8958,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8959,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8960,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8961,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8962,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8963,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8964,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8965,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
8966,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
8967,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
8968,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
8969,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
8970,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
8971,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
8972,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
8973,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
8974,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
8975,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
8976,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
8977,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
8978,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
8979,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
8980,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
8981,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
8982,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
8983,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
8984,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
8985,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
